[2026-08-05T07:56:42.507Z] GET http://localhost:5173/src/hooks/useSocket.ts?t=1785861328377 → 200 (7ms, ?B)
[2026-08-05T07:56:42.511Z] GET http://localhost:5173/src/api/client.ts?t=1785915248872 → 200 (13ms, ?B)
[2026-08-05T07:56:42.515Z] GET http://localhost:5173/node_modules/.vite/deps/socket__io-client.js?v=4a9651df → 200 (?ms, -312B)
[2026-08-05T07:56:42.580Z] GET http://localhost:5173/src/pages/N0VA1OSdk.tsx → 200 (7ms, 95912B)
[2026-08-05T07:56:42.582Z] GET http://localhost:5173/api/v1/notifications/unread-count → 200 (7ms, -618B)
[2026-08-05T07:56:42.582Z] GET http://localhost:5173/api/v1/mentions/unread-count → 200 (33ms, -618B)
[2026-08-05T07:56:42.582Z] GET http://localhost:5173/api/v1/ads-marketing-module/mail/unread-summary → 200 (37ms, -619B)
[2026-08-05T07:56:42.582Z] GET http://localhost:5173/api/v1/ads-marketing-module/mail/unread-summary → 200 (35ms, -619B)
[2026-08-05T07:56:42.582Z] GET http://localhost:5173/api/v1/campaigns → 200 (36ms, -620B)
[2026-08-05T07:56:42.582Z] GET http://localhost:5173/api/v1/creatives → 200 (40ms, ?B)
[2026-08-05T07:56:42.582Z] GET http://localhost:5173/api/v1/agents → 200 (36ms, -620B)
[2026-08-05T07:56:42.586Z] GET http://localhost:5173/api/v1/notifications/unread-count → 200 (2ms, -618B)
[2026-08-05T07:56:42.586Z] GET http://localhost:5173/api/v1/mentions/unread-count → 200 (2ms, -618B)
[2026-08-05T07:56:42.586Z] GET http://localhost:5173/api/v1/ads-marketing-module/mail/unread-summary → 200 (3ms, -619B)
[2026-08-05T07:56:42.586Z] GET http://localhost:5173/api/v1/ads-marketing-module/mail/unread-summary → 200 (2ms, -619B)
[2026-08-05T07:56:42.586Z] GET http://localhost:5173/api/v1/campaigns → 200 (2ms, -620B)
[2026-08-05T07:56:42.586Z] GET http://localhost:5173/api/v1/creatives → 200 (34ms, ?B)
[2026-08-05T07:56:42.586Z] GET http://localhost:5173/api/v1/agents → 200 (3ms, -620B)
[2026-08-05T07:56:42.626Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/dashboard → 200 (24ms, -620B)
[2026-08-05T07:56:42.627Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/catalog → 200 (25ms, -620B)
